No,Kode_Kecamatan,Kode_Kelurahan,Luas Bumi SPPT,Luas Bangunan SPPT,NJOP_BUMI,PPB yang harus dibayar,SPPT yang dibayar,Denda SPPT,Tanggal Jatuh Tempo,Daerah
1,320,5,60.0,60.0,823000.0,53960.0,16552.0,5368.0,31/08/2018 ,PADALARANG
2,340,8,800.0,42.0,429000.0,24018.0,17060.0,0.0,31/08/2018 ,CIPEUNDEUY
3,340,8,1172.0,0.0,0.0,23440.0,23770.0,0.0,31/08/2018 ,CIPEUNDEUY
4,340,8,1000.0,0.0,0.0,20000.0,26330.0,0.0,31/08/2018 ,CIPEUNDEUY
5,340,8,1200.0,0.0,0.0,24000.0,8530.0,0.0,31/08/2018 ,CIPEUNDEUY
6,320,6,60.0,21.0,700000.0,52820.0,17682.0,0.0,31/08/2018 ,PADALARANG
7,320,3,4704.0,0.0,0.0,2286144.0,42390.0,0.0,31/08/2018 ,PADALARANG
8,210,9,220.0,75.0,700000.0,56580.0,5363.0,0.0,31/08/2018 ,BATUJAJAR
9,760,3,420.0,85.0,595000.0,160275.0,4590.0,0.0,31/08/2018 ,PARONGPONG
10,320,6,60.0,29.0,700000.0,58420.0,7320.0,0.0,31/08/2018 ,PADALARANG
11,320,6,60.0,29.0,700000.0,58420.0,28910.0,0.0,31/08/2018 ,PADALARANG
12,320,2,2185.0,0.0,0.0,2346690.0,19250.0,0.0,31/08/2018 ,PADALARANG
13,310,3,81.0,36.0,968000.0,99044.0,4290.0,0.0,31/08/2018 ,NGAMPRAH
14,310,4,60.0,21.0,595000.0,64415.0,48384.0,0.0,31/08/2018 ,NGAMPRAH
15,310,4,72.0,36.0,595000.0,85724.0,14639.0,0.0,31/08/2018 ,NGAMPRAH
16,320,6,60.0,29.0,700000.0,58420.0,8494.0,0.0,31/08/2018 ,PADALARANG
17,760,5,360.0,0.0,0.0,670320.0,11490.0,0.0,31/08/2018 ,PARONGPONG
18,310,6,85.0,40.0,50000.0,2000.0,6440.0,0.0,31/08/2018 ,NGAMPRAH
19,320,6,126.0,80.0,823000.0,98050.0,7714.0,0.0,31/08/2018 ,PADALARANG
20,340,8,400.0,0.0,0.0,8000.0,5780.0,0.0,31/08/2018 ,CIPEUNDEUY
21,310,10,23115.0,0.0,0.0,614105.0,21330.0,0.0,31/08/2018 ,NGAMPRAH
22,320,8,70.0,0.0,0.0,14000.0,741130.0,0.0,31/08/2018 ,PADALARANG
23,760,6,26.0,26.0,823000.0,18808.0,637000.0,0.0,31/08/2018 ,PARONGPONG
24,330,7,250.0,0.0,0.0,3500.0,78528.0,25468.0,31/12/2018 ,CIPATAT
25,190,5,450.0,0.0,0.0,3218.0,112184.0,36384.0,31/08/2018 ,GUNUNGHALU
26,340,5,100.0,20.0,429000.0,2000.0,112184.0,36384.0,31/08/2018 ,CIPEUNDEUY
27,340,5,200.0,0.0,0.0,2800.0,112184.0,36384.0,31/08/2018 ,CIPEUNDEUY
28,310,8,365.0,120.0,823000.0,118690.0,151448.0,49118.0,31/08/2018 ,NGAMPRAH
29,180,8,4100.0,0.0,0.0,29315.0,116656.0,14326.0,31/08/2018 ,SINDANGKERTA
30,180,10,1470.0,0.0,0.0,20580.0,102330.0,0.0,31/08/2018 ,SINDANGKERTA
31,760,4,88.0,35.0,429000.0,26399.0,25869.0,1464.0,31/08/2018 ,PARONGPONG
32,310,4,95.0,29.0,700000.0,108340.0,25869.0,1464.0,31/08/2018 ,NGAMPRAH
33,290,2,360.0,0.0,0.0,619920.0,55944.0,18144.0,31/08/2018 ,LEMBANG
34,290,2,354.0,0.0,0.0,609588.0,55944.0,18144.0,31/08/2018 ,LEMBANG
35,290,2,462.0,0.0,0.0,795564.0,55944.0,18144.0,30/11/2020 ,LEMBANG
36,290,2,638.0,0.0,0.0,2197272.0,55944.0,18144.0,31/08/2018 ,LEMBANG
37,290,2,648.0,0.0,0.0,2231712.0,55944.0,18144.0,31/08/2018 ,LEMBANG
38,290,2,722.0,0.0,0.0,2486568.0,55944.0,18144.0,31/08/2018 ,LEMBANG
39,290,2,505.0,0.0,0.0,869610.0,55944.0,18144.0,31/08/2018 ,LEMBANG
40,290,2,669.0,0.0,0.0,2304036.0,99456.0,32256.0,31/08/2018 ,LEMBANG
41,290,2,701.0,0.0,0.0,2414244.0,224416.0,24044.0,31/08/2018 ,LEMBANG
42,290,2,738.0,0.0,0.0,2541672.0,370908.0,0.0,31/08/2018 ,LEMBANG
43,290,2,443.0,0.0,0.0,762846.0,52100.0,0.0,31/08/2018 ,LEMBANG
44,290,2,357.0,0.0,0.0,614754.0,4861.0,521.0,31/08/2018 ,LEMBANG
45,171,6,108.0,0.0,0.0,26244.0,6406.0,686.0,31/08/2018 ,CIHAMPELAS
46,171,6,108.0,0.0,0.0,26244.0,106837.0,13120.0,31/08/2018 ,CIHAMPELAS
47,171,6,108.0,0.0,0.0,26244.0,114919.0,0.0,31/08/2018 ,CIHAMPELAS
48,171,6,126.0,0.0,0.0,30618.0,21143.0,0.0,31/08/2018 ,CIHAMPELAS
49,171,6,108.0,0.0,0.0,26244.0,221760.0,0.0,31/08/2018 ,CIHAMPELAS
50,171,6,108.0,0.0,0.0,26244.0,53760.0,0.0,31/08/2018 ,CIHAMPELAS
51,171,6,108.0,36.0,823000.0,55872.0,914000.0,0.0,31/08/2018 ,CIHAMPELAS
52,171,6,72.0,36.0,823000.0,47124.0,302921.0,37201.0,31/08/2018 ,CIHAMPELAS
53,171,6,121.0,0.0,0.0,29403.0,64360.0,17722.0,31/08/2018 ,CIHAMPELAS
54,171,6,114.0,0.0,0.0,27702.0,105968.0,34368.0,31/08/2018 ,CIHAMPELAS
55,171,6,60.0,31.0,823000.0,40093.0,20115.0,0.0,20/12/2020 ,CIHAMPELAS
56,171,6,60.0,31.0,823000.0,30093.0,25256.0,0.0,31/08/2018 ,CIHAMPELAS
57,171,6,60.0,31.0,823000.0,40093.0,11480.0,0.0,31/08/2018 ,CIHAMPELAS
58,171,6,95.0,0.0,0.0,23085.0,5740.0,0.0,31/08/2018 ,CIHAMPELAS
59,171,6,60.0,31.0,823000.0,40093.0,11480.0,0.0,31/08/2018 ,CIHAMPELAS
60,171,6,72.0,36.0,823000.0,37124.0,15252.0,0.0,31/08/2018 ,CIHAMPELAS
61,171,6,72.0,36.0,823000.0,37124.0,5904.0,0.0,31/08/2018 ,CIHAMPELAS
62,171,6,147.0,0.0,0.0,35721.0,11480.0,0.0,31/08/2018 ,CIHAMPELAS
63,171,6,60.0,31.0,968000.0,34588.0,25720.0,0.0,31/08/2018 ,CIHAMPELAS
64,171,6,60.0,31.0,968000.0,34588.0,40754.0,0.0,31/08/2018 ,CIHAMPELAS
65,171,6,60.0,31.0,968000.0,34588.0,7708.0,0.0,31/08/2018 ,CIHAMPELAS
66,171,6,60.0,31.0,968000.0,34588.0,11480.0,0.0,31/08/2018 ,CIHAMPELAS
67,171,6,60.0,31.0,968000.0,34588.0,13776.0,0.0,31/08/2018 ,CIHAMPELAS
68,171,6,60.0,31.0,968000.0,34588.0,13120.0,0.0,31/08/2018 ,CIHAMPELAS
69,171,6,72.0,36.0,823000.0,47124.0,7216.0,0.0,31/08/2018 ,CIHAMPELAS
70,171,6,72.0,36.0,823000.0,47124.0,9266.0,0.0,31/08/2018 ,CIHAMPELAS
71,171,6,72.0,36.0,823000.0,47124.0,3444.0,0.0,31/08/2018 ,CIHAMPELAS
72,171,6,72.0,36.0,823000.0,47124.0,11234.0,0.0,31/08/2018 ,CIHAMPELAS
73,171,6,72.0,36.0,823000.0,47124.0,21894.0,0.0,31/08/2018 ,CIHAMPELAS
74,171,6,72.0,36.0,823000.0,47124.0,70624.0,0.0,31/08/2018 ,CIHAMPELAS
75,171,6,72.0,36.0,823000.0,47124.0,13776.0,0.0,31/08/2018 ,CIHAMPELAS
76,171,6,114.0,36.0,823000.0,57330.0,56704.0,0.0,31/08/2018 ,CIHAMPELAS
77,171,6,102.0,36.0,823000.0,44414.0,19270.0,0.0,31/08/2018 ,CIHAMPELAS
78,171,6,114.0,36.0,823000.0,57330.0,8938.0,0.0,31/08/2018 ,CIHAMPELAS
79,171,6,72.0,36.0,823000.0,47124.0,7134.0,0.0,31/08/2018 ,CIHAMPELAS
80,171,6,72.0,36.0,823000.0,47124.0,26880.0,0.0,31/08/2018 ,CIHAMPELAS
81,171,6,72.0,36.0,823000.0,47124.0,11400.0,1400.0,31/08/2018 ,CIHAMPELAS
82,171,6,72.0,36.0,823000.0,47124.0,4560.0,560.0,31/08/2018 ,CIHAMPELAS
83,171,6,107.0,36.0,823000.0,55629.0,25992.0,3192.0,31/08/2018 ,CIHAMPELAS
84,171,6,72.0,36.0,823000.0,47124.0,20976.0,2576.0,31/08/2018 ,CIHAMPELAS
85,171,6,108.0,36.0,823000.0,45872.0,15960.0,1960.0,31/08/2018 ,CIHAMPELAS
86,171,6,72.0,36.0,823000.0,47124.0,4560.0,560.0,31/08/2018 ,CIHAMPELAS
87,171,6,72.0,36.0,823000.0,47124.0,3648.0,448.0,31/08/2018 ,CIHAMPELAS
88,171,6,72.0,36.0,823000.0,47124.0,10875.0,1335.0,31/08/2018 ,CIHAMPELAS
89,171,6,72.0,36.0,823000.0,47124.0,9120.0,1120.0,31/08/2018 ,CIHAMPELAS
90,171,6,72.0,36.0,823000.0,47124.0,20520.0,2520.0,31/08/2018 ,CIHAMPELAS
91,171,6,96.0,36.0,823000.0,52956.0,11970.0,1470.0,31/08/2018 ,CIHAMPELAS
92,171,6,87.0,22.0,823000.0,29247.0,4731.0,581.0,31/08/2018 ,CIHAMPELAS
93,171,6,87.0,22.0,823000.0,39247.0,5376.0,0.0,31/08/2018 ,CIHAMPELAS
94,171,6,60.0,22.0,823000.0,32686.0,2000.0,0.0,31/08/2018 ,CIHAMPELAS
95,171,6,72.0,36.0,823000.0,47124.0,27989.0,0.0,31/08/2018 ,CIHAMPELAS
96,171,6,60.0,22.0,823000.0,32686.0,6273.0,0.0,31/08/2018 ,CIHAMPELAS
97,171,6,72.0,36.0,823000.0,47124.0,70026.0,0.0,31/08/2018 ,CIHAMPELAS
98,171,6,60.0,22.0,823000.0,32686.0,61920.0,0.0,31/08/2018 ,CIHAMPELAS
99,171,6,60.0,22.0,823000.0,22686.0,61920.0,0.0,31/08/2018 ,CIHAMPELAS
100,171,6,60.0,22.0,823000.0,32686.0,61920.0,0.0,31/08/2018 ,CIHAMPELAS
101,171,6,87.0,22.0,823000.0,39247.0,70026.0,0.0,31/08/2018 ,CIHAMPELAS
102,171,6,73.0,36.0,823000.0,47367.0,32502.0,0.0,31/08/2018 ,CIHAMPELAS
103,171,6,72.0,36.0,823000.0,47124.0,13555.0,0.0,31/08/2018 ,CIHAMPELAS
104,171,6,72.0,36.0,823000.0,47124.0,84840.0,0.0,31/08/2018 ,CIHAMPELAS
105,171,6,60.0,22.0,823000.0,32686.0,123840.0,0.0,31/08/2018 ,CIHAMPELAS
106,171,6,60.0,22.0,823000.0,32686.0,24864.0,0.0,31/08/2018 ,CIHAMPELAS
107,171,6,60.0,22.0,823000.0,32686.0,63696.0,0.0,31/08/2018 ,CIHAMPELAS
108,171,6,72.0,36.0,823000.0,47124.0,128160.0,0.0,31/08/2018 ,CIHAMPELAS
109,171,6,72.0,36.0,823000.0,37124.0,22752.0,0.0,31/08/2018 ,CIHAMPELAS
110,171,6,72.0,36.0,823000.0,37124.0,22032.0,0.0,31/08/2018 ,CIHAMPELAS
111,171,6,72.0,36.0,823000.0,47124.0,26880.0,0.0,31/08/2018 ,CIHAMPELAS
112,171,6,72.0,36.0,823000.0,47124.0,45312.0,0.0,31/08/2018 ,CIHAMPELAS
113,171,6,72.0,36.0,823000.0,47124.0,847974.0,242278.0,31/08/2018 ,CIHAMPELAS
114,171,6,72.0,36.0,823000.0,47124.0,17152.0,0.0,31/08/2018 ,CIHAMPELAS
115,171,6,72.0,36.0,823000.0,47124.0,68850.0,0.0,31/08/2018 ,CIHAMPELAS
116,171,6,72.0,36.0,823000.0,47124.0,79866.0,11016.0,31/08/2018 ,CIHAMPELAS
117,171,6,72.0,36.0,823000.0,47124.0,19264.0,0.0,31/08/2018 ,CIHAMPELAS
118,171,6,72.0,36.0,823000.0,47124.0,18816.0,0.0,31/08/2018 ,CIHAMPELAS
119,171,6,72.0,36.0,823000.0,37124.0,13215.0,0.0,31/08/2018 ,CIHAMPELAS
120,171,6,72.0,36.0,823000.0,47124.0,32064.0,0.0,31/08/2018 ,CIHAMPELAS
121,171,6,97.0,36.0,823000.0,43199.0,4480.0,0.0,31/08/2018 ,CIHAMPELAS
122,171,6,72.0,36.0,823000.0,47124.0,20412.0,0.0,31/08/2018 ,CIHAMPELAS
123,171,6,72.0,36.0,823000.0,47124.0,45315.0,0.0,31/08/2018 ,CIHAMPELAS
124,171,6,60.0,31.0,968000.0,34588.0,148490.0,0.0,31/08/2018 ,CIHAMPELAS
125,171,6,60.0,22.0,823000.0,32686.0,12162.0,0.0,31/08/2018 ,CIHAMPELAS
126,171,6,60.0,22.0,823000.0,32686.0,11592.0,3192.0,31/08/2018 ,CIHAMPELAS
127,171,6,72.0,36.0,823000.0,47124.0,9576.0,1176.0,31/08/2018 ,CIHAMPELAS
128,760,5,210.0,110.0,1200000.0,513020.0,8400.0,0.0,31/08/2018 ,PARONGPONG
129,320,6,126.0,0.0,0.0,42210.0,12787.0,4147.0,30/11/2020 ,PADALARANG
130,171,6,84.0,36.0,968000.0,45260.0,8640.0,0.0,31/08/2018 ,CIHAMPELAS
131,171,6,99.0,36.0,968000.0,48905.0,28971.0,9396.0,31/08/2018 ,CIHAMPELAS
132,171,6,60.0,36.0,968000.0,39428.0,28971.0,9396.0,31/08/2018 ,CIHAMPELAS
133,171,6,60.0,36.0,968000.0,39428.0,64032.0,17632.0,31/08/2018 ,CIHAMPELAS
134,171,6,60.0,36.0,968000.0,39428.0,46400.0,0.0,31/08/2018 ,CIHAMPELAS
135,171,6,60.0,36.0,968000.0,39428.0,35520.0,11520.0,31/08/2018 ,CIHAMPELAS
136,171,6,60.0,36.0,968000.0,39428.0,35520.0,11520.0,31/08/2018 ,CIHAMPELAS
137,171,6,60.0,36.0,968000.0,39428.0,66240.0,18240.0,31/08/2018 ,CIHAMPELAS
138,171,6,61.0,36.0,968000.0,39671.0,48000.0,0.0,31/08/2018 ,CIHAMPELAS
139,171,6,61.0,36.0,968000.0,39671.0,17079.0,5539.0,31/08/2018 ,CIHAMPELAS
140,760,3,280.0,0.0,0.0,68040.0,21240.0,0.0,31/08/2018 ,PARONGPONG
141,340,7,75.0,35.0,823000.0,33605.0,38095.0,12355.0,31/08/2018 ,CIPEUNDEUY
142,340,7,1080.0,0.0,0.0,29160.0,55796.0,6852.0,31/08/2018 ,CIPEUNDEUY
143,340,7,1140.0,0.0,0.0,30780.0,48944.0,0.0,31/08/2018 ,CIPEUNDEUY
144,340,7,1200.0,0.0,0.0,32400.0,116683.0,37843.0,31/08/2018 ,CIPEUNDEUY
145,350,12,1676.0,0.0,0.0,23464.0,186880.0,0.0,31/12/2018 ,CIKALONG WETAN
146,340,7,160.0,0.0,0.0,10240.0,51200.0,0.0,31/08/2018 ,CIPEUNDEUY
147,330,10,3454.0,0.0,0.0,24696.0,31968.0,10368.0,31/08/2018 ,CIPATAT
148,200,11,1440.0,0.0,0.0,20160.0,31968.0,10368.0,31/08/2018 ,CIPONGKOR
149,340,8,312.0,0.0,0.0,6240.0,631856.0,204926.0,31/08/2018 ,CIPEUNDEUY
150,320,8,6830.0,0.0,0.0,703490.0,60620.0,0.0,30/09/2020 ,PADALARANG
151,310,1,406.0,0.0,0.0,41818.0,224000.0,0.0,31/08/2018 ,NGAMPRAH
152,340,7,1068.0,0.0,0.0,28836.0,99630.0,0.0,31/08/2018 ,CIPEUNDEUY
153,340,7,4870.0,0.0,0.0,131490.0,452432.0,0.0,31/08/2018 ,CIPEUNDEUY
154,340,7,600.0,0.0,0.0,16200.0,462984.0,0.0,31/08/2018 ,CIPEUNDEUY
155,340,7,300.0,0.0,0.0,6000.0,199500.0,0.0,31/08/2018 ,CIPEUNDEUY
156,340,7,400.0,0.0,0.0,14400.0,5740.0,0.0,31/08/2018 ,CIPEUNDEUY
157,340,7,400.0,0.0,0.0,14400.0,39015.0,0.0,31/08/2018 ,CIPEUNDEUY
158,340,7,1200.0,0.0,0.0,43200.0,30240.0,0.0,31/08/2018 ,CIPEUNDEUY
159,340,7,400.0,0.0,0.0,14400.0,6720.0,0.0,31/08/2018 ,CIPEUNDEUY
160,340,7,1120.0,0.0,0.0,40320.0,16072.0,0.0,31/08/2018 ,CIPEUNDEUY
161,340,7,750.0,0.0,0.0,27000.0,74005.0,24001.0,31/08/2018 ,CIPEUNDEUY
162,340,7,500.0,0.0,0.0,18000.0,74005.0,24001.0,31/08/2018 ,CIPEUNDEUY
163,340,7,780.0,0.0,0.0,28080.0,98674.0,32002.0,31/08/2018 ,CIPEUNDEUY
164,340,7,750.0,0.0,0.0,27000.0,92007.0,25335.0,31/08/2018 ,CIPEUNDEUY
165,340,7,3150.0,0.0,0.0,113400.0,129843.0,15945.0,31/08/2018 ,CIPEUNDEUY
166,340,7,1870.0,0.0,0.0,37400.0,113898.0,0.0,31/08/2018 ,CIPEUNDEUY
167,340,7,1500.0,0.0,0.0,54000.0,22377.0,7257.0,31/08/2018 ,CIPEUNDEUY
168,340,7,960.0,0.0,0.0,34560.0,29836.0,9676.0,31/08/2018 ,CIPEUNDEUY
169,340,7,1550.0,0.0,0.0,55800.0,29836.0,9676.0,31/08/2018 ,CIPEUNDEUY
170,340,7,1300.0,0.0,0.0,46800.0,52348.0,6428.0,31/08/2018 ,CIPEUNDEUY
171,340,7,800.0,0.0,0.0,28800.0,45920.0,0.0,31/08/2018 ,CIPEUNDEUY
172,340,7,700.0,0.0,0.0,25200.0,67200.0,0.0,31/08/2018 ,CIPEUNDEUY
173,340,7,960.0,0.0,0.0,34560.0,201600.0,0.0,31/08/2018 ,CIPEUNDEUY
174,340,7,800.0,0.0,0.0,21600.0,2819.0,0.0,31/08/2018 ,CIPEUNDEUY
175,340,7,200.0,35.0,429000.0,27815.0,44800.0,0.0,31/08/2018 ,CIPEUNDEUY
176,340,7,200.0,35.0,429000.0,27815.0,164297.0,0.0,31/08/2018 ,CIPEUNDEUY
177,340,7,200.0,0.0,0.0,4000.0,67200.0,0.0,31/08/2018 ,CIPEUNDEUY
178,340,7,400.0,0.0,0.0,10800.0,25396.0,8236.0,31/08/2018 ,CIPEUNDEUY
179,340,7,600.0,0.0,0.0,16200.0,25396.0,8236.0,31/08/2018 ,CIPEUNDEUY
180,340,7,400.0,0.0,0.0,10800.0,25396.0,8236.0,31/08/2018 ,CIPEUNDEUY
181,340,7,400.0,0.0,0.0,10800.0,25396.0,8236.0,31/08/2018 ,CIPEUNDEUY
182,340,7,600.0,0.0,0.0,16200.0,49728.0,16128.0,31/08/2018 ,CIPEUNDEUY
183,340,7,400.0,0.0,0.0,10800.0,46368.0,12768.0,31/08/2018 ,CIPEUNDEUY
184,340,7,100.0,0.0,0.0,3600.0,38304.0,4704.0,31/08/2018 ,CIPEUNDEUY
185,340,7,360.0,35.0,429000.0,28055.0,33600.0,0.0,31/08/2018 ,CIPEUNDEUY
186,340,7,250.0,0.0,0.0,16000.0,8465.0,2745.0,31/08/2018 ,CIPEUNDEUY
187,340,7,280.0,0.0,0.0,7560.0,8465.0,2745.0,31/08/2018 ,CIPEUNDEUY
188,340,7,832.0,0.0,0.0,22464.0,11200.0,0.0,31/08/2018 ,CIPEUNDEUY
189,340,7,832.0,0.0,0.0,22464.0,85215.0,0.0,31/08/2018 ,CIPEUNDEUY
190,340,7,832.0,0.0,0.0,22464.0,133916.0,7580.0,31/08/2018 ,CIPEUNDEUY
191,340,7,236.0,0.0,0.0,6372.0,24000.0,0.0,31/08/2018 ,CIPEUNDEUY
192,340,7,236.0,0.0,0.0,6372.0,309909.0,38059.0,31/08/2018 ,CIPEUNDEUY
193,340,7,236.0,0.0,0.0,6372.0,5554000.0,0.0,31/08/2018 ,CIPEUNDEUY
194,340,7,400.0,35.0,700000.0,28900.0,122138.0,14999.0,31/08/2018 ,CIPEUNDEUY
195,340,7,400.0,35.0,700000.0,28900.0,65828.0,8084.0,31/08/2018 ,CIPEUNDEUY
196,340,7,735.0,0.0,0.0,19845.0,57744.0,0.0,31/08/2018 ,CIPEUNDEUY
197,340,7,735.0,0.0,0.0,19845.0,79686.0,21942.0,31/08/2018 ,CIPEUNDEUY
198,340,7,735.0,0.0,0.0,19845.0,57744.0,0.0,31/08/2018 ,CIPEUNDEUY
199,340,7,420.0,0.0,0.0,8400.0,39995.0,0.0,31/08/2018 ,CIPEUNDEUY
200,340,7,455.0,0.0,0.0,9100.0,29241.0,0.0,31/08/2018 ,CIPEUNDEUY
201,340,8,325.0,0.0,0.0,4550.0,26700.0,0.0,31/08/2018 ,CIPEUNDEUY
202,290,13,1000.0,0.0,0.0,394000.0,17999.0,0.0,31/08/2018 ,LEMBANG
203,171,6,140.0,0.0,0.0,8960.0,18582.0,2563.0,31/08/2018 ,CIHAMPELAS
204,340,8,800.0,0.0,0.0,11200.0,34398.0,0.0,31/08/2018 ,CIPEUNDEUY
205,340,5,1000.0,0.0,0.0,14000.0,23274.0,0.0,31/08/2018 ,CIPEUNDEUY
206,210,6,448.0,0.0,0.0,12096.0,17472.0,0.0,31/08/2018 ,BATUJAJAR
207,290,4,500.0,0.0,0.0,80000.0,32345.0,0.0,31/08/2018 ,LEMBANG
208,330,1,160.0,24.0,968000.0,18992.0,461090.0,0.0,30/09/2019 ,CIPATAT
209,290,10,151.0,100.0,823000.0,108993.0,982600.0,0.0,31/08/2018 ,LEMBANG
210,180,11,1199.0,0.0,0.0,11990.0,4522.0,0.0,31/08/2018 ,SINDANGKERTA
211,340,5,200.0,0.0,0.0,2000.0,14157.0,0.0,31/08/2018 ,CIPEUNDEUY
212,180,11,200.0,0.0,0.0,2000.0,10725.0,0.0,31/08/2018 ,SINDANGKERTA
213,310,6,98.0,35.0,505000.0,15711.0,5506.0,0.0,31/08/2018 ,NGAMPRAH
214,310,4,210.0,0.0,0.0,17220.0,2000.0,0.0,31/08/2018 ,NGAMPRAH
215,350,6,400.0,0.0,0.0,8000.0,3218.0,0.0,31/08/2018 ,CIKALONG WETAN
216,310,5,138.0,48.0,429000.0,17216.0,8938.0,0.0,31/08/2018 ,NGAMPRAH
217,310,5,84.0,0.0,0.0,5376.0,2758.0,0.0,31/08/2018 ,NGAMPRAH
218,310,6,840.0,0.0,0.0,53760.0,10234.0,0.0,31/08/2018 ,NGAMPRAH
219,310,2,280.0,0.0,0.0,28840.0,2380.0,0.0,31/08/2018 ,NGAMPRAH
220,310,2,70.0,0.0,0.0,11200.0,43400.0,0.0,31/08/2018 ,NGAMPRAH
221,310,2,500.0,0.0,0.0,80000.0,4228.0,0.0,31/08/2018 ,NGAMPRAH
222,310,2,126.0,40.0,823000.0,35898.0,4228.0,0.0,31/08/2018 ,NGAMPRAH
223,310,5,305.0,30.0,823000.0,34210.0,47600.0,0.0,31/08/2018 ,NGAMPRAH
224,340,2,150.0,0.0,0.0,4050.0,125488.0,13445.0,31/08/2018 ,CIPEUNDEUY
225,310,6,210.0,0.0,0.0,17220.0,3360.0,360.0,31/08/2018 ,NGAMPRAH
226,310,6,210.0,0.0,0.0,17220.0,240930.0,0.0,31/08/2018 ,NGAMPRAH
227,310,6,168.0,0.0,0.0,13776.0,115782.0,12405.0,31/08/2018 ,NGAMPRAH
228,310,6,273.0,0.0,0.0,22386.0,6504.0,696.0,30/09/2019 ,NGAMPRAH
229,310,6,210.0,105.0,968000.0,108860.0,22078.0,0.0,31/08/2018 ,NGAMPRAH
230,310,6,168.0,0.0,0.0,13776.0,8930.0,0.0,31/08/2018 ,NGAMPRAH
231,310,6,140.0,60.0,968000.0,59560.0,2000.0,0.0,31/08/2018 ,NGAMPRAH
232,180,8,3080.0,0.0,0.0,43120.0,2000.0,0.0,30/09/2021 ,SINDANGKERTA
233,320,4,60.0,0.0,0.0,12000.0,2000.0,0.0,31/08/2018 ,PADALARANG
234,320,6,770.0,0.0,0.0,154000.0,3920.0,0.0,31/08/2018 ,PADALARANG
235,320,6,195.0,35.0,505000.0,46675.0,12930.0,0.0,31/08/2018 ,PADALARANG
236,320,6,155.0,140.0,968000.0,156520.0,12080.0,0.0,31/12/2018 ,PADALARANG
237,320,6,84.0,48.0,700000.0,40400.0,24580.0,0.0,31/12/2018 ,PADALARANG
238,320,6,75.0,0.0,0.0,6150.0,8456.0,0.0,31/08/2018 ,PADALARANG
239,320,6,168.0,70.0,595000.0,65250.0,6240.0,0.0,31/08/2018 ,PADALARANG
240,320,6,70.0,0.0,0.0,5740.0,2000.0,0.0,31/12/2018 ,PADALARANG
241,320,6,70.0,47.0,968000.0,41236.0,7380.0,0.0,30/09/2019 ,PADALARANG
242,320,6,70.0,50.0,595000.0,25490.0,11930.0,0.0,31/12/2018 ,PADALARANG
243,320,6,112.0,60.0,823000.0,141972.0,4200.0,0.0,31/08/2018 ,PADALARANG
244,300,7,90.0,40.0,823000.0,164490.0,24140.0,0.0,31/08/2018 ,CISARUA
245,300,7,112.0,112.0,1200000.0,300576.0,199701.0,24525.0,31/08/2018 ,CISARUA
246,300,7,143.0,73.0,1200000.0,302539.0,4022.0,494.0,31/08/2018 ,CISARUA
247,300,7,180.0,70.0,1200000.0,357140.0,21250.0,2610.0,31/08/2018 ,CISARUA
248,300,7,120.0,60.0,968000.0,236840.0,18640.0,0.0,31/08/2018 ,CISARUA
249,300,7,120.0,60.0,968000.0,236840.0,53760.0,0.0,31/08/2018 ,CISARUA
250,300,7,120.0,60.0,968000.0,236840.0,45920.0,0.0,31/08/2018 ,CISARUA
251,300,7,120.0,60.0,968000.0,236840.0,54160.0,0.0,31/08/2018 ,CISARUA
252,300,7,147.0,60.0,968000.0,279311.0,16506.0,0.0,31/08/2018 ,CISARUA
253,300,7,146.0,60.0,968000.0,277738.0,4312.0,0.0,31/08/2018 ,CISARUA
254,310,1,90.0,65.0,823000.0,69145.0,3346.0,0.0,31/08/2018 ,NGAMPRAH
255,310,1,56.0,40.0,595000.0,39760.0,10220.0,0.0,31/08/2018 ,NGAMPRAH
256,210,5,35.0,30.0,595000.0,11455.0,8120.0,0.0,31/08/2018 ,BATUJAJAR
257,210,5,256.0,0.0,0.0,26368.0,8465.0,2745.0,31/08/2018 ,BATUJAJAR
258,320,7,70.0,60.0,823000.0,56390.0,8465.0,2745.0,31/08/2018 ,PADALARANG
259,320,7,492.0,50.0,823000.0,171370.0,8465.0,2745.0,31/08/2018 ,PADALARANG
260,310,8,140.0,0.0,0.0,8960.0,8465.0,2745.0,31/08/2018 ,NGAMPRAH
261,310,8,1190.0,100.0,968000.0,162960.0,8465.0,2745.0,31/08/2018 ,NGAMPRAH
262,320,3,72.0,40.0,823000.0,192264.0,8465.0,2745.0,31/08/2018 ,PADALARANG
263,320,3,102.0,128.0,1200000.0,393504.0,8465.0,2745.0,31/08/2018 ,PADALARANG
264,320,3,102.0,128.0,1200000.0,383504.0,16576.0,5376.0,31/08/2018 ,PADALARANG
265,320,3,102.0,128.0,1200000.0,393504.0,15456.0,4256.0,31/08/2018 ,PADALARANG
266,320,3,102.0,128.0,1200000.0,383504.0,12768.0,1568.0,31/08/2018 ,PADALARANG
267,320,3,102.0,127.0,1200000.0,392304.0,11200.0,0.0,31/08/2018 ,PADALARANG
268,320,3,230.0,339.0,1516000.0,2089768.0,4144.0,1344.0,31/08/2018 ,PADALARANG
269,320,3,105.0,127.0,1200000.0,399360.0,3864.0,1064.0,31/08/2018 ,PADALARANG
270,320,3,105.0,127.0,1200000.0,399360.0,3192.0,392.0,31/08/2018 ,PADALARANG
