Luas Bumi SPPT,Luas Bangunan SPPT,NJOP_BUMI,PPB yang harus dibayar,SPPT yang dibayar,Denda SPPT
"90.0,36.0,823000.0,82808.0,60990.0,0.0"
"90.0,36.0,823000.0,82808.0,153750.0,0.0"
"90.0,36.0,823000.0,82808.0,210768.0,0.0"
"90.0,36.0,823000.0,82808.0,10001.0,3243.0"
"144.0,45.0,823000.0,128123.0,11919.0,3865.0"
"120.0,45.0,823000.0,111275.0,14814.0,4804.0"
"110.0,22.0,823000.0,85326.0,14814.0,4804.0"
"140.0,29.0,823000.0,112147.0,14814.0,4804.0"
"93.0,29.0,823000.0,79153.0,14000.0,0.0"
"93.0,29.0,823000.0,79153.0,22950.0,0.0"
"93.0,29.0,823000.0,79153.0,15161.0,4917.0"
"61.0,22.0,823000.0,50928.0,15161.0,4917.0"
"61.0,22.0,823000.0,50928.0,18144.0,5884.0"
"61.0,22.0,823000.0,50928.0,16918.0,4658.0"
"86.0,29.0,823000.0,74239.0,13976.0,1716.0"
"93.0,22.0,823000.0,73392.0,182856.0,22456.0"
"93.0,93.0,1200000.0,101600.0,160400.0,0.0"
"60.0,60.0,700000.0,74120.0,39360.0,12765.0"
"80.0,22.0,823000.0,81386.0,44599.0,14464.0"
"8320.0,0.0,0.0,532480.0,50815.0,16480.0"
"60.0,60.0,700000.0,52100.0,50815.0,16480.0"
"71.0,21.0,823000.0,31068.0,50815.0,16480.0"
"98.0,50.0,505000.0,48080.0,58215.0,18880.0"
"513.0,0.0,0.0,146205.0,74910.0,24295.0"
"240.0,0.0,0.0,3360.0,69848.0,19233.0"
"331.0,0.0,0.0,4634.0,73433.0,9018.0"
"400.0,0.0,0.0,4000.0,64415.0,0.0"
"127.0,97.0,1200000.0,137261.0,99666.0,32324.0"
"140.0,0.0,0.0,11480.0,114631.0,37177.0"
"1120.0,0.0,0.0,30240.0,114631.0,37177.0"
"254.0,0.0,0.0,9144.0,251549.0,81583.0"
"98.0,70.0,1200000.0,82036.0,145868.0,47308.0"
"248.0,198.0,1200000.0,247936.0,186894.0,60614.0"
"400.0,0.0,0.0,32800.0,186894.0,60614.0"
"185.0,35.0,505000.0,9525.0,186894.0,60614.0"
"438.0,0.0,0.0,87600.0,216480.0,0.0"
"700.0,0.0,0.0,14000.0,88560.0,0.0"
"3858.0,0.0,0.0,38580.0,25088.0,0.0"
"138.0,0.0,0.0,22080.0,90638.0,0.0"
"1760.0,0.0,0.0,24640.0,26652.0,0.0"
"190.0,0.0,0.0,2660.0,25100.0,0.0"
"419.0,60.0,823000.0,59492.0,208320.0,59520.0"
"1200.0,0.0,0.0,16800.0,172608.0,23808.0"
"3476.0,0.0,0.0,48664.0,148800.0,0.0"
"3204.0,0.0,0.0,44856.0,112864.0,36604.0"
"8990.0,0.0,0.0,11039720.0,112864.0,36604.0"
"250.0,0.0,0.0,3500.0,112864.0,36604.0"
"680.0,0.0,0.0,9520.0,112864.0,36604.0"
"3278.0,0.0,0.0,45892.0,176179.0,57139.0"
"2100.0,0.0,0.0,29400.0,575360.0,79360.0"
"600.0,0.0,0.0,8400.0,103200.0,0.0"
"220.0,0.0,0.0,3080.0,119712.0,16512.0"
"400.0,0.0,0.0,5600.0,274103.0,37807.0"
"765.0,0.0,0.0,10710.0,236296.0,0.0"
"2400.0,0.0,0.0,33600.0,2800.0,800.0"
"300.0,0.0,0.0,4200.0,2000.0,0.0"
"880.0,0.0,0.0,12320.0,381024.0,108864.0"
"630.0,0.0,0.0,8820.0,88089.0,28569.0"
"1850.0,0.0,0.0,25900.0,20045.0,6501.0"
"3400.0,0.0,0.0,47600.0,12260.0,0.0"
"3400.0,0.0,0.0,47600.0,20045.0,6501.0"
"154.0,42.0,505000.0,16754.0,21081.0,6837.0"
"263.0,0.0,0.0,3682.0,25432.0,8248.0"
"325.0,84.0,429000.0,30586.0,21081.0,6837.0"
"244.0,48.0,505000.0,23024.0,135300.0,0.0"
"334.0,48.0,429000.0,22616.0,35008.0,0.0"
"473.0,0.0,0.0,6622.0,35840.0,0.0"
"335.0,108.0,595000.0,66320.0,152794.0,0.0"
"152.0,35.0,310000.0,2978.0,452567.0,0.0"
"597.0,0.0,0.0,8358.0,11424.0,0.0"
"263.0,0.0,0.0,3682.0,13500.0,0.0"
"120.0,0.0,0.0,2000.0,35040.0,0.0"
"230.0,0.0,0.0,3220.0,65394.0,0.0"
"400.0,0.0,0.0,5600.0,27600.0,0.0"
"120.0,0.0,0.0,2000.0,29102.0,0.0"
"120.0,0.0,0.0,4320.0,48170.0,0.0"
"120.0,0.0,0.0,4320.0,7210.0,0.0"
"100.0,35.0,505000.0,11275.0,89862.0,0.0"
"263.0,0.0,0.0,3682.0,31295.0,0.0"
"263.0,0.0,0.0,3682.0,8127.0,0.0"
"263.0,0.0,0.0,3682.0,47680.0,0.0"
"117.0,35.0,505000.0,11887.0,34909.0,9974.0"
"100.0,48.0,505000.0,17840.0,26786.0,0.0"
"90.0,30.0,505000.0,6410.0,579988.0,0.0"
"90.0,0.0,0.0,2000.0,106900.0,0.0"
"167.0,30.0,505000.0,11162.0,157450.0,0.0"
"167.0,35.0,505000.0,13687.0,54000.0,0.0"
"167.0,35.0,595000.0,16837.0,75600.0,21600.0"
"500.0,0.0,0.0,7000.0,79920.0,25920.0"
"140.0,60.0,595000.0,27660.0,418594.0,0.0"
"160.0,35.0,310000.0,3090.0,23848.0,2168.0"
"249.0,48.0,505000.0,23204.0,23028.0,7468.0"
"1200.0,0.0,0.0,43200.0,32086.0,10406.0"
"372.0,48.0,429000.0,23984.0,29051.0,7371.0"
"67.0,36.0,162000.0,2000.0,23848.0,2168.0"
"249.0,56.0,505000.0,21766.0,21276.0,6900.0"
"110.0,35.0,505000.0,9215.0,21276.0,6900.0"
"160.0,40.0,505000.0,12440.0,21276.0,6900.0"
"243.0,54.0,310000.0,15488.0,24206.0,7850.0"
"397.0,0.0,0.0,14292.0,21276.0,6900.0"
"91.0,35.0,310000.0,4126.0,21276.0,6900.0"
"100.0,48.0,505000.0,17840.0,21276.0,6900.0"
"728.0,0.0,0.0,10192.0,14336.0,1536.0"
"728.0,0.0,0.0,10192.0,21504.0,2304.0"
"728.0,0.0,0.0,10192.0,35123.0,3763.0"
"1456.0,0.0,0.0,20384.0,40858.0,4378.0"
"728.0,0.0,0.0,10192.0,174299.0,56529.0"
"400.0,0.0,0.0,5600.0,250781.0,26869.0"
"100.0,0.0,0.0,2000.0,12881.0,4177.0"
"1000.0,0.0,0.0,14000.0,40256.0,13056.0"
"600.0,0.0,0.0,8400.0,36992.0,9792.0"
"600.0,0.0,0.0,8400.0,89643.0,29073.0"
"200.0,0.0,0.0,2800.0,83723.0,27153.0"
"400.0,0.0,0.0,2000.0,103614.0,33604.0"
"2000.0,0.0,0.0,40000.0,95213.0,25203.0"
"162.0,0.0,0.0,3240.0,78411.0,8401.0"
"162.0,40.0,429000.0,10400.0,30878.0,10014.0"
"162.0,48.0,429000.0,13832.0,30878.0,10014.0"
"488.0,0.0,0.0,9760.0,30878.0,10014.0"
"746.0,0.0,0.0,14920.0,48248.0,15648.0"
"202.0,0.0,0.0,4040.0,107425.0,28436.0"
"203.0,35.0,429000.0,9075.0,88467.0,9478.0"
"202.0,0.0,0.0,2000.0,27847.0,9031.0"
"203.0,50.0,429000.0,15510.0,27847.0,9031.0"
"200.0,0.0,0.0,4000.0,27847.0,9031.0"
"200.0,0.0,0.0,4000.0,43512.0,14112.0"
"200.0,0.0,0.0,4000.0,48580.0,12859.0"
"200.0,0.0,0.0,4000.0,40007.0,4286.0"
"100.0,0.0,0.0,2000.0,47212.0,4292.0"
"300.0,0.0,0.0,6000.0,35389.0,693.0"
"245.0,60.0,429000.0,19170.0,69768.0,1368.0"
"345.0,70.0,595000.0,36480.0,69768.0,1368.0"
"143.0,0.0,0.0,2000.0,96451.0,1891.0"
"800.0,0.0,0.0,11200.0,96451.0,1891.0"
"594.0,0.0,0.0,11880.0,96451.0,1891.0"
"1050.0,75.0,595000.0,59325.0,6292.0,572.0"
"551.0,56.0,429000.0,25044.0,10303.0,936.0"
"551.0,0.0,0.0,2000.0,3382.0,307.0"
"200.0,0.0,0.0,4000.0,2200.0,200.0"
"493.0,0.0,0.0,9860.0,2200.0,200.0"
"200.0,0.0,0.0,4000.0,2753.0,250.0"
"339.0,0.0,0.0,9153.0,2200.0,200.0"
"400.0,0.0,0.0,10800.0,4400.0,400.0"
"220.0,0.0,0.0,2000.0,6600.0,600.0"
"220.0,0.0,0.0,2000.0,5830.0,530.0"
"220.0,48.0,429000.0,14992.0,25740.0,2340.0"
"1324.0,0.0,0.0,16480.0,11220.0,1020.0"
"200.0,0.0,0.0,4000.0,3520.0,320.0"
"400.0,35.0,429000.0,13015.0,3443.0,313.0"
"242.0,0.0,0.0,4840.0,3443.0,313.0"
"242.0,65.0,429000.0,22725.0,3443.0,313.0"
"242.0,0.0,0.0,4840.0,8316.0,756.0"
"300.0,45.0,429000.0,15305.0,22319.0,2029.0"
"200.0,0.0,0.0,2000.0,8250.0,750.0"
"200.0,0.0,0.0,2000.0,8250.0,750.0"
"300.0,45.0,429000.0,15305.0,26400.0,2400.0"
"400.0,0.0,0.0,8000.0,14410.0,1310.0"
"2500.0,0.0,0.0,607500.0,3520.0,320.0"
"344.0,0.0,0.0,2576560.0,5280.0,480.0"
"173.0,130.0,1200000.0,793885.0,8030.0,730.0"
"964.0,0.0,0.0,13496.0,2200.0,200.0"
"610.0,0.0,0.0,16470.0,9900.0,900.0"
"610.0,0.0,0.0,16470.0,4950.0,450.0"
"2027.0,0.0,0.0,72972.0,5830.0,530.0"
"2500.0,0.0,0.0,90000.0,5940.0,540.0"
"3850.0,0.0,0.0,138600.0,6050.0,550.0"
"3500.0,0.0,0.0,126000.0,5830.0,530.0"
"900.0,0.0,0.0,32400.0,2200.0,200.0"
"1000.0,0.0,0.0,36000.0,13200.0,1200.0"
"2200.0,0.0,0.0,79200.0,7700.0,700.0"
"9635.0,0.0,0.0,346860.0,3850.0,350.0"
"1000.0,0.0,0.0,10000.0,5115.0,465.0"
"800.0,0.0,0.0,8000.0,2200.0,200.0"
"1600.0,0.0,0.0,11440.0,586031.0,167437.0"
"148.0,0.0,0.0,2960.0,485569.0,66975.0"
"400.0,0.0,0.0,8000.0,70652.0,0.0"
"815.0,0.0,0.0,16300.0,20790.0,1890.0"
"407.0,0.0,0.0,8140.0,2359.0,214.0"
"407.0,0.0,0.0,8140.0,481800.0,43800.0"
"407.0,0.0,0.0,2000.0,3864.0,980.0"
"910.0,0.0,0.0,8200.0,49252.0,965.0"
"400.0,0.0,0.0,8000.0,49252.0,965.0"
"596.0,0.0,0.0,11920.0,59359.0,1163.0"
"225.0,0.0,0.0,4500.0,59359.0,1163.0"
"275.0,0.0,0.0,5500.0,59359.0,1163.0"
"618.0,0.0,0.0,12360.0,560866.0,60092.0"
"313.0,0.0,0.0,6260.0,398664.0,105528.0"
"400.0,24.0,429000.0,8296.0,5079633.0,461785.0"
"200.0,0.0,0.0,4000.0,268287.0,71017.0"
"600.0,0.0,0.0,12000.0,113372.0,12147.0"
"400.0,0.0,0.0,8000.0,2200.0,200.0"
"150.0,0.0,0.0,2100.0,2200.0,200.0"
"1331.0,0.0,0.0,13310.0,2640.0,240.0"
"3500.0,0.0,0.0,49000.0,2805.0,255.0"
"112.0,70.0,968000.0,60000.0,4950.0,450.0"
"162.0,0.0,0.0,3240.0,153502.0,13954.0"
"166.0,24.0,700000.0,10120.0,64428.0,0.0"
"482.0,35.0,429000.0,28151.0,121500.0,0.0"
"140.0,35.0,429000.0,11735.0,4523200.0,0.0"
"490.0,49.0,968000.0,42332.0,574896.0,0.0"
"800.0,35.0,429000.0,13015.0,574896.0,0.0"
"146.0,20.0,429000.0,3836.0,574896.0,0.0"
"165.0,30.0,429000.0,8810.0,2043088.0,0.0"
"143.0,0.0,0.0,5148.0,215027.0,0.0"
"150.0,40.0,429000.0,12560.0,85993.0,11861.0"
"100.0,35.0,429000.0,9815.0,74132.0,0.0"
"430.0,20.0,429000.0,26100.0,85993.0,11861.0"
"118.0,20.0,429000.0,6132.0,74132.0,0.0"
"210.0,0.0,0.0,21630.0,70400.0,22832.0"
"120.0,20.0,429000.0,6260.0,72265.0,23437.0"
"100.0,20.0,429000.0,4980.0,80044.0,25960.0"
"100.0,0.0,0.0,6400.0,85638.0,27774.0"
"288.0,35.0,429000.0,23447.0,85638.0,27774.0"
"150.0,0.0,0.0,9600.0,213624.0,0.0"
"968.0,30.0,429000.0,49334.0,92600.0,0.0"
"300.0,35.0,429000.0,19415.0,27520.0,0.0"
"150.0,35.0,429000.0,12215.0,277608.0,0.0"
"200.0,35.0,429000.0,14615.0,396912.0,0.0"
"155.0,35.0,429000.0,12455.0,48575.0,0.0"
"97.0,0.0,0.0,4656.0,49728.0,16128.0"
"175.0,35.0,429000.0,13415.0,159857.0,51845.0"
"175.0,0.0,0.0,2000.0,159857.0,51845.0"
"91.0,0.0,0.0,2457.0,153937.0,49925.0"
"42.0,30.0,968000.0,20174.0,175782.0,57010.0"
"520.0,35.0,505000.0,21715.0,39545.0,12825.0"
"495.0,0.0,0.0,63360.0,39545.0,12825.0"
"196.0,0.0,0.0,12544.0,39545.0,12825.0"
"1526.0,0.0,0.0,30520.0,39545.0,12825.0"
"1600.0,0.0,0.0,32000.0,60059.0,19478.0"
"400.0,0.0,0.0,8000.0,56813.0,16232.0"
"800.0,0.0,0.0,16000.0,17276.0,4936.0"
"49.0,49.0,823000.0,33463.0,12340.0,0.0"
"100.0,0.0,0.0,2000.0,34850.0,0.0"
"630.0,0.0,0.0,8820.0,60480.0,0.0"
"214.0,0.0,0.0,2996.0,27598.0,0.0"
"201.0,0.0,0.0,2814.0,28800.0,0.0"
"1014.0,0.0,0.0,14196.0,15120.0,0.0"
"1014.0,0.0,0.0,14196.0,11340.0,0.0"
"1014.0,0.0,0.0,14196.0,8451.0,0.0"
"1014.0,0.0,0.0,14196.0,48870.0,0.0"
"1363.0,0.0,0.0,19082.0,9909.0,0.0"
"1344.0,0.0,0.0,18816.0,17760.0,0.0"
"1404.0,0.0,0.0,19656.0,8640.0,0.0"
"1470.0,0.0,0.0,20580.0,97356.0,0.0"
"1490.0,0.0,0.0,20860.0,50848.0,0.0"
"350.0,30.0,429000.0,7770.0,18900.0,0.0"
"650.0,0.0,0.0,9100.0,7056.0,0.0"
"50.0,40.0,823000.0,28070.0,60738.0,0.0"
"168.0,0.0,0.0,13776.0,29376.0,0.0"
"18640.0,0.0,0.0,671040.0,35616.0,0.0"
"400.0,48.0,823000.0,37504.0,152880.0,0.0"
"400.0,0.0,0.0,4000.0,23563.0,0.0"
"1566.0,0.0,0.0,15660.0,36354.0,0.0"
"472.0,35.0,429000.0,11623.0,92002.0,0.0"
"400.0,0.0,0.0,5600.0,11225.0,0.0"
"686.0,0.0,0.0,9604.0,125000.0,0.0"
"146.0,0.0,0.0,2000.0,67340.0,0.0"
"169.0,0.0,0.0,3380.0,73248.0,0.0"
"168.0,35.0,823000.0,29557.0,112416.0,0.0"
"3011.0,0.0,0.0,385408.0,33600.0,0.0"
"1600.0,0.0,0.0,11440.0,15797.0,0.0"
"1746.0,0.0,0.0,111744.0,15498.0,0.0"
"96.0,35.0,429000.0,14903.0,2496.0,0.0"
"96.0,45.0,429000.0,19193.0,24064.0,0.0"
"96.0,45.0,429000.0,19193.0,2752.0,0.0"
"77.0,0.0,0.0,7931.0,43848.0,0.0"
"378.0,54.0,429000.0,52100.0,8512.0,0.0"
"840.0,0.0,0.0,239400.0,8960.0,0.0"
"67.0,67.0,700000.0,55995.0,9465.0,1305.0"
"70.0,0.0,0.0,19950.0,4893.0,0.0"
"1440.0,0.0,0.0,184320.0,12605.0,0.0"
"500.0,0.0,0.0,7000.0,6180.0,0.0"
"1000.0,0.0,0.0,14000.0,14406.0,0.0"
"300.0,24.0,505000.0,4265.0,12708.0,0.0"
"600.0,0.0,0.0,4290.0,28800.0,0.0"
"400.0,0.0,0.0,8000.0,5562.0,0.0"
"3250.0,0.0,0.0,65000.0,17920.0,0.0"
"100.0,0.0,0.0,4800.0,17660.0,0.0"
"1779.0,0.0,0.0,24906.0,22140.0,0.0"
"300.0,0.0,0.0,14400.0,15420.0,0.0"
"120.0,35.0,429000.0,12695.0,28860.0,0.0"
"100.0,0.0,0.0,6400.0,22140.0,0.0"
"100.0,0.0,0.0,6400.0,19879.0,0.0"
"100.0,0.0,0.0,6400.0,116505.0,37785.0"
"100.0,0.0,0.0,6400.0,116505.0,37785.0"
"100.0,0.0,0.0,6400.0,139186.0,38326.0"
"100.0,0.0,0.0,6400.0,114980.0,14120.0"
"521.0,45.0,429000.0,42649.0,100860.0,0.0"
"55.0,35.0,429000.0,6995.0,59940.0,19440.0"
"810.0,48.0,429000.0,39752.0,59135.0,16283.0"
"335.0,24.0,429000.0,12356.0,86220.0,10588.0"
"66.0,0.0,0.0,4224.0,75632.0,0.0"
"100.0,0.0,0.0,3600.0,157995.0,0.0"
"250.0,35.0,429000.0,14015.0,61824.0,0.0"
"723.0,24.0,429000.0,26324.0,13920.0,0.0"
"120.0,35.0,429000.0,9335.0,53043.0,17203.0"
"40.0,0.0,0.0,2000.0,44800.0,0.0"
"350.0,48.0,429000.0,23192.0,225952.0,0.0"
"320.0,35.0,429000.0,16535.0,191488.0,0.0"
"88.0,0.0,0.0,3168.0,146760.0,0.0"
"460.0,0.0,0.0,16560.0,57280.0,0.0"
"141.0,0.0,0.0,14523.0,65299.0,8019.0"
"280.0,45.0,429000.0,19385.0,44742.0,5494.0"
"110.0,0.0,0.0,3960.0,39248.0,0.0"
"175.0,0.0,0.0,6300.0,23808.0,0.0"
"175.0,35.0,429000.0,11315.0,91920.0,0.0"
"175.0,0.0,0.0,6300.0,7260.0,660.0"
"250.0,0.0,0.0,9000.0,80488.0,26104.0"
"100.0,35.0,429000.0,11415.0,87592.0,28408.0"
"150.0,0.0,0.0,9600.0,87592.0,28408.0"
"275.0,0.0,0.0,9900.0,87592.0,28408.0"
"200.0,35.0,429000.0,12215.0,81672.0,26488.0"
"72.0,35.0,429000.0,7607.0,81672.0,26488.0"
"100.0,0.0,0.0,3600.0,100098.0,32464.0"
"75.0,35.0,429000.0,8615.0,90629.0,22995.0"
"75.0,35.0,429000.0,8615.0,74397.0,6763.0"
"50.0,20.0,429000.0,2000.0,11424.0,224.0"
"60.0,35.0,429000.0,7175.0,15708.0,308.0"
"232.0,35.0,429000.0,13367.0,12240.0,240.0"
"385.0,35.0,429000.0,18875.0,5916.0,116.0"
"250.0,0.0,0.0,9000.0,8751.0,171.0"
"200.0,35.0,429000.0,12215.0,13566.0,266.0"
"313.0,0.0,0.0,11268.0,11668.0,228.0"
"110.0,0.0,0.0,3960.0,27456.0,0.0"
"350.0,25.0,429000.0,13325.0,27744.0,0.0"
"500.0,0.0,0.0,18000.0,66720.0,0.0"
"100.0,0.0,0.0,3600.0,10300.0,0.0"
"212.0,40.0,429000.0,14792.0,38419.0,0.0"
"600.0,0.0,0.0,12000.0,19404.0,0.0"
"667.0,0.0,0.0,13340.0,33475.0,0.0"
"818.0,0.0,0.0,379552.0,22867.0,0.0"
"3160.0,0.0,0.0,404480.0,24656.0,0.0"
"4968.0,0.0,0.0,635904.0,33766.0,0.0"
"1356.0,0.0,0.0,173568.0,34272.0,0.0"
"5345.0,0.0,0.0,684160.0,15347.0,0.0"
"8248.0,0.0,0.0,2111488.0,5688.0,0.0"
"2000.0,0.0,0.0,256000.0,17085.0,2356.0"
"2026.0,0.0,0.0,259328.0,10300.0,0.0"
"4087.0,0.0,0.0,523136.0,19374.0,0.0"
"4837.0,0.0,0.0,619136.0,28609.0,0.0"
"5786.0,0.0,0.0,740608.0,12288.0,0.0"
"2960.0,0.0,0.0,378880.0,8320.0,0.0"
"7885.0,0.0,0.0,2018560.0,31296.0,0.0"
"3867.0,0.0,0.0,494976.0,36303.0,5007.0"
"3087.0,0.0,0.0,395136.0,29232.0,0.0"
"842.0,0.0,0.0,107776.0,33909.0,4677.0"
"500.0,0.0,0.0,5000.0,23184.0,0.0"
"200.0,0.0,0.0,2000.0,26893.0,3709.0"
"103.0,0.0,0.0,2781.0,317184.0,90624.0"
"400.0,0.0,0.0,4000.0,262809.0,36249.0"
"100.0,0.0,0.0,2000.0,226560.0,0.0"
"230.0,75.0,595000.0,42905.0,28120.0,9120.0"
"14.0,0.0,0.0,2000.0,28120.0,9120.0"
"420.0,0.0,0.0,5880.0,34200.0,0.0"
"84.0,0.0,0.0,2000.0,23916.0,0.0"
"40.0,30.0,429000.0,4790.0,8118.0,0.0"
"80.0,30.0,429000.0,6710.0,23080.0,0.0"
"243.0,0.0,0.0,8748.0,20306.0,0.0"
"400.0,0.0,0.0,4000.0,8990.0,0.0"
"587.0,0.0,0.0,11740.0,11890.0,0.0"
"700.0,0.0,0.0,7000.0,4752.0,0.0"
"700.0,0.0,0.0,7000.0,4512.0,0.0"
"675.0,0.0,0.0,6750.0,3264.0,0.0"
"921.0,0.0,0.0,9210.0,22285.0,7227.0"
"921.0,0.0,0.0,9210.0,22285.0,7227.0"
"587.0,0.0,0.0,11740.0,22285.0,7227.0"
"587.0,0.0,0.0,5870.0,22285.0,7227.0"
"389.0,0.0,0.0,3890.0,22285.0,7227.0"
"389.0,0.0,0.0,3890.0,24429.0,3369.0"
"389.0,0.0,0.0,3890.0,21060.0,0.0"
"389.0,0.0,0.0,3890.0,14814.0,4804.0"
"973.0,0.0,0.0,9730.0,14814.0,4804.0"
"701.0,0.0,0.0,7010.0,3648.0,0.0"
"330.0,0.0,0.0,3300.0,3648.0,0.0"
"330.0,0.0,0.0,3300.0,43490.0,0.0"
"330.0,0.0,0.0,3300.0,52069.0,6394.0"
"500.0,0.0,0.0,5000.0,53000.0,0.0"
"800.0,0.0,0.0,8000.0,50544.0,0.0"
"800.0,0.0,0.0,8000.0,38561.0,12506.0"
"221.0,0.0,0.0,3094.0,51415.0,16675.0"
"221.0,0.0,0.0,3094.0,51415.0,16675.0"
"221.0,0.0,0.0,3094.0,51415.0,16675.0"
"300.0,0.0,0.0,10800.0,89955.0,0.0"
"1000.0,0.0,0.0,36000.0,857720.0,0.0"
"425.0,56.0,429000.0,29324.0,48790.0,0.0"
"333.0,54.0,823000.0,46430.0,16410720.0,0.0"
"225.0,48.0,429000.0,18692.0,34850.0,0.0"
"1000.0,0.0,0.0,36000.0,132020.0,0.0"
"100.0,35.0,429000.0,8615.0,33620.0,0.0"
"162.0,0.0,0.0,46170.0,177120.0,0.0"
"269.0,0.0,0.0,2690.0,639600.0,0.0"
"269.0,0.0,0.0,2690.0,13120.0,0.0"
"269.0,0.0,0.0,2690.0,805500.0,0.0"
"1600.0,0.0,0.0,16000.0,633660.0,0.0"
"607.0,0.0,0.0,38848.0,805500.0,0.0"
"1690.0,0.0,0.0,174070.0,110873.0,0.0"
"811.0,0.0,0.0,83533.0,6192000.0,0.0"
"8070.0,0.0,0.0,831210.0,82406.0,26726.0"
"2940.0,0.0,0.0,302820.0,73680.0,0.0"
"630.0,0.0,0.0,64890.0,15320.0,0.0"
"3600.0,0.0,0.0,370800.0,17464.0,2144.0"
"1130.0,0.0,0.0,116390.0,162196.0,52604.0"
"3520.0,0.0,0.0,362560.0,162196.0,52604.0"
"807.0,0.0,0.0,83121.0,162196.0,52604.0"
"1420.0,0.0,0.0,146260.0,162196.0,52604.0"
"1050.0,0.0,0.0,108150.0,129127.0,41879.0"
"2730.0,0.0,0.0,281190.0,129127.0,41879.0"
"1100.0,0.0,0.0,113300.0,162196.0,52604.0"
"1390.0,0.0,0.0,143170.0,85100.0,0.0"
"5340.0,0.0,0.0,550020.0,38009.0,4667.0"
"5560.0,0.0,0.0,572680.0,55380.0,0.0"
"1195.0,0.0,0.0,123085.0,9120.0,0.0"
"2625.0,0.0,0.0,270375.0,42023.0,13629.0"
"1010.0,0.0,0.0,104030.0,46569.0,15103.0"
"3170.0,0.0,0.0,326510.0,40649.0,13183.0"
"4220.0,0.0,0.0,434660.0,47596.0,15436.0"
"2215.0,0.0,0.0,228145.0,63462.0,20582.0"
"570.0,0.0,0.0,58710.0,63462.0,20582.0"
"1055.0,0.0,0.0,108665.0,63462.0,20582.0"
"7615.0,0.0,0.0,2436800.0,63462.0,20582.0"
"6170.0,0.0,0.0,987200.0,158656.0,51456.0"
"425.0,0.0,0.0,68000.0,147936.0,40736.0"
"1565.0,0.0,0.0,250400.0,122208.0,15008.0"
"5205.0,0.0,0.0,832800.0,107200.0,0.0"
"2255.0,0.0,0.0,360800.0,29848.0,0.0"
"5425.0,0.0,0.0,868000.0,29836.0,9676.0"
"1250.0,0.0,0.0,200000.0,29836.0,9676.0"
"2810.0,0.0,0.0,20092.0,29836.0,9676.0"
"600.0,0.0,0.0,16200.0,29836.0,9676.0"
"1300.0,0.0,0.0,35100.0,29836.0,9676.0"
"700.0,0.0,0.0,18900.0,29836.0,9676.0"
"820.0,0.0,0.0,29520.0,53043.0,17203.0"
"810.0,0.0,0.0,29160.0,48025.0,12185.0"
"810.0,0.0,0.0,29160.0,39424.0,3584.0"
"910.0,0.0,0.0,32760.0,10079.0,197.0"
"3000.0,0.0,0.0,108000.0,12337.0,241.0"
"3180.0,0.0,0.0,114480.0,2040.0,40.0"
"1200.0,0.0,0.0,43200.0,2101.0,41.0"
"920.0,0.0,0.0,33120.0,6283.0,123.0"
"800.0,0.0,0.0,21600.0,2040.0,40.0"
"1850.0,0.0,0.0,66600.0,10159.0,199.0"
"400.0,0.0,0.0,2000.0,8649.0,169.0"
"663.0,0.0,0.0,17901.0,11309.0,221.0"
"42.0,35.0,429000.0,6527.0,2960.0,960.0"
"42.0,35.0,823000.0,20317.0,2960.0,960.0"
"1660.0,0.0,0.0,23240.0,2960.0,960.0"
"990.0,0.0,0.0,9900.0,2960.0,960.0"
"4000.0,0.0,0.0,40000.0,2960.0,960.0"
"800.0,0.0,0.0,11200.0,2960.0,960.0"
"2440.0,24.0,429000.0,34456.0,2960.0,960.0"
"100.0,0.0,0.0,2000.0,4115.0,1334.0"
"100.0,0.0,0.0,2000.0,3837.0,1056.0"
"100.0,60.0,595000.0,27100.0,3170.0,389.0"
"6860.0,0.0,0.0,878080.0,2781.0,0.0"
"1540.0,0.0,0.0,98560.0,3500.0,1135.0"
"420.0,0.0,0.0,11340.0,3500.0,1135.0"
"28.0,28.0,823000.0,18644.0,3500.0,1135.0"
"84.0,0.0,0.0,2268.0,171527.0,47232.0"
"606.0,0.0,0.0,38784.0,141696.0,17401.0"
"400.0,0.0,0.0,5600.0,5740.0,0.0"
"400.0,0.0,0.0,8000.0,185014.0,60004.0"
"300.0,0.0,0.0,6000.0,172513.0,47503.0"
"300.0,0.0,0.0,6000.0,142511.0,17501.0"
"400.0,0.0,0.0,5600.0,95343.0,11708.0"
"650.0,0.0,0.0,9100.0,83635.0,0.0"
"300.0,0.0,0.0,6000.0,204800.0,0.0"
"281.0,0.0,0.0,5620.0,9745.0,0.0"
"3097.0,0.0,0.0,61940.0,2960.0,960.0"
"325.0,0.0,0.0,6500.0,2960.0,960.0"
"1060.0,75.0,429000.0,43375.0,2960.0,960.0"
"58.0,10.0,968000.0,13774.0,67200.0,0.0"
"56.0,50.0,823000.0,36918.0,149760.0,0.0"
"130.0,0.0,0.0,8320.0,173015.0,0.0"
"54.0,24.0,823000.0,14180.0,163072.0,0.0"
"196.0,0.0,0.0,16072.0,50544.0,0.0"
"50.0,0.0,0.0,5150.0,111930.0,0.0"
"103.0,0.0,0.0,10609.0,3360.0,0.0"
"2160.0,0.0,0.0,58320.0,116533.0,14311.0"
"200.0,0.0,0.0,2000.0,102222.0,0.0"
"800.0,35.0,700000.0,30500.0,50349.0,16329.0"
